"","city","real_2005","real_2006","real_2007","real_2008","real_2009","real_2010","real_2011","real_2012","real_2013","real_2014","real_2015","real_2016","gdp_2005","gdp_2006","gdp_2007","gdp_2008","gdp_2009","gdp_2010","gdp_2011","gdp_2012","gdp_2013","gdp_2014","gdp_2015","gdp_2016","per_capita_2005","per_capita_2006","per_capita_2007","per_capita_2008","per_capita_2009","per_capita_2010","per_capita_2011","per_capita_2012","per_capita_2013","per_capita_2014","per_capita_2015","per_capita_2016","ur_2005","ur_2006","ur_2007","ur_2008","ur_2009","ur_2010","ur_2011","ur_2012","ur_2013","ur_2014","ur_2015","ur_2016","er_2005","er_2006","er_2007","er_2008","er_2009","er_2010","er_2011","er_2012","er_2013","er_2014","er_2015","er_2016"
"629","Carthage","#REF!","83641.66667","93050","101933.3333","109216.6667","116333.3333","113983.3333","111591.6667","109700","106675","111375","104775",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"630","Cold Spring","#REF!","472450","447383.3333","435075","420591.6667","387341.6667","384166.6667","384350","401358.3333","417158.3333","421100","424691.6667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"631","Sag Harbor","#REF!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","1039425","994716.6667","997125","959100","1049591.667","1258091.667","1511433.333",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"632","Lincoln","#REF!","95975","94975","104516.6667","108583.3333","107791.6667","104808.3333","101591.6667","106800","107991.6667","110133.3333","115125",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"633","Wynantskill","#REF!","149808.3333","159075","159000","164416.6667","164025","156175","154233.3333","152583.3333","155208.3333","159091.6667","164258.3333",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"634","Hebron","#REF!","121616.6667","126816.6667","118650","125766.6667","127433.3333","122950","120675","122750","126316.6667","129083.3333","131966.6667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"635","Petersburg","#REF!","138941.6667","141208.3333","148875","133466.6667","134600","131283.3333","130658.3333","131908.3333","139875","145741.6667","137366.6667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"636","South Bristol","#REF!","160441.6667","166175","160900","163275","158033.3333","162833.3333","161716.6667","170550","172325","172216.6667","173050",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"637","Middleport","#REF!","70616.66667","75325","74808.33333","70583.33333","74150","75208.33333","74233.33333","72500","73141.66667","76700","80941.66667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"638","Town of Nichols","#REF!","#DIV/0!","99563.63636","94875","89691.66667","90641.66667","92341.66667","92275","94600","94100","103566.6667","106241.6667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"639","Port Ewen","#REF!","232375","226691.6667","207975","200441.6667","200350","178475","179533.3333","178108.3333","174058.3333","172933.3333","179733.3333",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"640","Henderson","#REF!","142491.6667","163350","163700","168550","177650","179466.6667","180133.3333","176558.3333","175791.6667","186100","179725",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"641","Ephratah","#REF!","84200","88400","97208.33333","92050","96533.33333","97441.66667","94208.33333","102758.3333","98025","98041.66667","97966.66667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"642","Willsboro","#REF!","129620","133808.3333","130216.6667","122025","117625","109858.3333","101641.6667","114858.3333","116250","114608.3333","121058.3333",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"643","Town of Champlain","#REF!","89116.66667","89216.66667","87516.66667","95750","94666.66667","98983.33333","93525","95466.66667","101916.6667","100750","97116.66667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"644","Ellenville","#REF!","157166.6667","152208.3333","147141.6667","136316.6667","133566.6667","119991.6667","114616.6667","109900","108975","104808.3333","111458.3333",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"645","Canadice","#REF!","121233.3333","136175","134891.6667","132000","133341.6667","137800","138150","139233.3333","141591.6667","146083.3333","150016.6667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"646","Schroon","#REF!","180166.6667","218866.6667","202741.6667","186033.3333","186725","188450","174166.6667","169208.3333","167616.6667","165725","168975",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"647","Town of Minetto","#REF!","107841.6667","114550","112283.3333","102733.3333","109308.3333","110933.3333","114391.6667","118158.3333","112800","114433.3333","124275",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"648","Brewster Hill","#REF!","392108.3333","364783.3333","341825","322350","290900","271216.6667","265783.3333","263233.3333","266550","280241.6667","288975",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"649","Horicon","#REF!","285700","288891.6667","284050","279091.6667","310633.3333","297550","306250","309791.6667","281775","278341.6667","270283.3333",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"650","Town of Almond","#REF!","60733.33333","67191.66667","70575","71266.66667","68008.33333","61875","66433.33333","69750","72533.33333","75916.66667","85225",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"651","Beaverdam Lake-Salisbury Mills","#REF!","329658.3333","327275","305400","285133.3333","261500","244075","231483.3333","233408.3333","233791.6667","228666.6667","230733.3333",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"652","Alexandria","#REF!","132216.6667","145916.6667","153641.6667","170300","159641.6667","169258.3333","172775","180708.3333","179475","177541.6667","184866.6667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"653","Saugerties South","#REF!","204141.6667","211383.3333","201133.3333","175066.6667","167666.6667","163125","159808.3333","156483.3333","153816.6667","158525","164291.6667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"654","Whitesboro","#REF!","79791.66667","85708.33333","83066.66667","84625","90225","87791.66667","84850","84925","83850","86933.33333","91825",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"655","Edinburg","#REF!","226875","225100","209783.3333","216008.3333","206041.6667","206358.3333","191425","200158.3333","198316.6667","199341.6667","223341.6667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
